title,tag,img,date,readTime,text
Ole ole Alakananda,College,https://blog.ankitsanghvi.in/content/images/size/w600/2023/07/header.png,27 Jul 2023,27 Jul 2023 • 5 min read,Going from failed standup comedy and jugaading expenses to growing up and finding passion
The One-size-fits-all ML-project template?,Machine Learning,https://images.unsplash.com/photo-1620712943543-bcc4688e7485?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMTc3M3wwfDF8c2VhcmNofDV8fG1hY2hpbmUlMjBsZWFybmluZ3xlbnwwfHx8fDE2ODg2NjkzOTJ8MA&ixlib=rb-4.0.3&q=80&w=600,7 Jul 2023,7 Jul 2023 • 8 min read,A problem, framework, budget, library, language agnostic approach to ML
Getting started with Serverless, AWS Lambda and SAM on MacOS,Serverless,https://images.unsplash.com/photo-1562331769-82a47d603c57?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMTc3M3wwfDF8c2VhcmNofDM4fHxsZWdvfGVufDB8fHx8MTY4ODU4MTgzMnww&ixlib=rb-4.0.3&q=80&w=600,5 Jul 2023,5 Jul 2023 • 3 min read,Discover how to leverage the AWS Serverless Framework and AWS SAM for efficient, cost-effective cloud computing. This guide walks through the setup on MacOS, from installing necessary tools to deploying and managing serverless applications.
A year of driving tech @ IITM,Community,https://blog.ankitsanghvi.in/content/images/size/w600/2023/06/image.png,15 Jun 2023,15 Jun 2023 • 12 min read,A journey of impacting 2000+ students in 365 days, 40+ projects, a 20 member insane team and 1 fricking vision
RAG-ging like a boss with AI,Generative AI,https://blog.ankitsanghvi.in/content/images/size/w600/2023/05/cloud-compute.png,16 May 2023,16 May 2023 • 8 min read,How we indexed all of AWS, GCP and Azure blogs to build a powerful AI Copilot for cloud engineers
Coursepanel: My 1st startup,Entrepreneurship,https://blog.ankitsanghvi.in/content/images/size/w600/2023/06/coursegpt.png,31 Mar 2023,31 Mar 2023 • 6 min read,What I innovated and struggled as I tried to build my 1st software business
Problem to Product,Entrepreneurship,https://blog.ankitsanghvi.in/content/images/size/w600/2023/02/pr.png,27 Feb 2023,27 Feb 2023 • 6 min read,A summary of my learnings from "The Lean Product Playbook" - of moving from problem to product
Hello OKRs,Null,https://blog.ankitsanghvi.in/content/images/size/w600/2023/01/okrs.jpg,13 Jan 2023,13 Jan 2023 • 2 min read,💡If you don't know where you're going, you might not get there

Objective Key-Result (OKR) is a framework of approaching a goal/project that ensures that you and your team
Learning from Unusual Billionaires,Entrepreneurship,https://images.unsplash.com/photo-1579621970795-87facc2f976d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=MnwxMTc3M3wwfDF8c2VhcmNofDZ8fG1vbmV5fGVufDB8fHx8MTY3MTA3NjYyMg&ixlib=rb-4.0.3&q=80&w=600,15 Dec 2022,15 Dec 2022 • 7 min read,Learning from 7 unconventional stories - how a lasting, profitable business is to be built
Twitter 2.0 at the Back of an Envelope,systems designing,https://blog.ankitsanghvi.in/content/images/size/w600/2022/12/envelope.png,1 Dec 2022,1 Dec 2022 • 12 min read,Let's understand how we can do back of the envelope calculations, and view the Twitter's engineering challenges from the eyes of its decision makers.
What's a tensor & why is it in ML?,Alegbra,https://images.unsplash.com/photo-1563705655508-d8915da702f8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=MnwxMTc3M3wwfDF8c2VhcmNofDQyfHxhcnJvd3xlbnwwfHx8fDE2Njg3NTg2MTg&ixlib=rb-4.0.3&q=80&w=600,18 Nov 2022,18 Nov 2022 • 10 min read,A beginners introduction to tensors & every stupid jargon people throw around them
The Next Decade of Indian Higher Education,Education,https://blog.ankitsanghvi.in/content/images/size/w600/2022/10/eddd.jpg,30 Oct 2022,30 Oct 2022 • 8 min read,A look into Indian Higher Education system and what its future looks like
